,model,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,company
2940,Ford Aspire 1.2 Ti-VCT Titanium,680000,2018,Individual,5000,First Owner,Petrol,Manual,Ford
2941,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,700000,2012,Individual,130000,First Owner,Diesel,Manual,Toyota
2942,Honda City E,524000,2015,Dealer,29000,First Owner,Petrol,Manual,Honda
2943,Volkswagen Polo 2015-2019 GT 1.5 TDI,875000,2018,Dealer,11000,First Owner,Diesel,Manual,Volkswagen
2944,Maruti Ritz VXI,300000,2012,Dealer,68000,First Owner,Petrol,Manual,Maruti
2945,Hyundai Grand i10 Sportz,409999,2016,Individual,198000,First Owner,Petrol,Manual,Hyundai
2946,Renault KWID 1.0 RXT AMT Opt BSIV,349000,2017,Dealer,35000,First Owner,Petrol,Automatic,Renault
2947,Volkswagen Jetta 2.0 TDI Comfortline,490000,2011,Individual,70000,First Owner,Diesel,Manual,Volkswagen
2948,Honda City SV MT,745000,2016,Dealer,5730,First Owner,Petrol,Manual,Honda
2949,Maruti Swift Dzire ZDI,450000,2012,Dealer,14000,First Owner,Diesel,Manual,Maruti
2950,Maruti Eeco 7 Seater Standard BSIV,380000,2019,Individual,50000,First Owner,Petrol,Manual,Maruti
2951,Maruti Swift Dzire VDI,675000,2018,Individual,50000,First Owner,Diesel,Manual,Maruti
2952,Honda City i VTEC CVT SV,701000,2016,Dealer,89682,First Owner,Petrol,Automatic,Honda
2953,Tata Bolt Revotron XT,355000,2015,Dealer,68000,First Owner,Petrol,Manual,Tata
2954,Fiat Grande Punto EVO 90HP 1.3 Sport,400000,2014,Individual,65000,First Owner,Diesel,Manual,Fiat
2955,Mercedes-Benz E-Class E 200 CGI,950000,2011,Individual,100000,First Owner,Petrol,Manual,Mercedes-Benz
2956,Chevrolet Sail LS ABS,360000,2014,Individual,50000,First Owner,Diesel,Manual,Chevrolet
2957,Skoda Superb Elegance 2.0 TDI CR AT,1050000,2012,Individual,160000,First Owner,Diesel,Automatic,Skoda
2958,Maruti Alto 800 VXI,290000,2017,Dealer,27000,First Owner,Petrol,Manual,Maruti
2959,Honda City i VTEC VX Option,651000,2015,Dealer,67584,First Owner,Petrol,Manual,Honda
2960,Hyundai Verna 1.6 SX VTVT (O),691000,2014,Dealer,56200,First Owner,Petrol,Manual,Hyundai
2961,Volkswagen Vento Petrol Highline,347000,2012,Individual,19519,First Owner,Petrol,Manual,Volkswagen
2962,Hyundai Verna VTVT 1.6 SX,999000,2019,Individual,10000,First Owner,Petrol,Manual,Hyundai
2963,Maruti Wagon R CNG LXI BSIV,340000,2012,Dealer,62000,First Owner,CNG,Manual,Maruti
2964,Porsche Macan 2L,5995000,2017,Dealer,30350,First Owner,Petrol,Automatic,Porsche
2965,Maruti Wagon R VXI,325000,2014,Dealer,27066,First Owner,Petrol,Manual,Maruti
2966,Maruti Alto K10 VXI,375000,2018,Individual,20000,First Owner,Petrol,Manual,Maruti
2967,Audi A6 2.0 TDI Premium Plus,1650000,2012,Dealer,64000,First Owner,Diesel,Automatic,Audi
2968,Volkswagen Polo GT TSI,575000,2015,Dealer,37000,First Owner,Petrol,Automatic,Volkswagen
2969,Volkswagen Vento 1.5 TDI Highline Plus,950000,2017,Dealer,20000,First Owner,Diesel,Manual,Volkswagen
2970,Ford Mustang V8,7000000,2017,Dealer,9200,First Owner,Petrol,Automatic,Ford
2971,Hyundai i10 Sportz,288000,2012,Dealer,30448,First Owner,Petrol,Manual,Hyundai
2972,Volkswagen Polo GT TSI,618000,2014,Dealer,27363,First Owner,Petrol,Automatic,Volkswagen
2973,Maruti Ertiga VXI CNG,785000,2017,Dealer,54688,First Owner,CNG,Manual,Maruti
2974,Land Rover Freelander 2 TD4 SE,1200000,2009,Dealer,97000,First Owner,Diesel,Automatic,Land
2975,Ambassador Classic 1800 ISZ MPFI AC PS,90000,2001,Individual,10000,First Owner,Petrol,Manual,Ambassador
2976,Hyundai i20 Active 1.2 S,575000,2015,Dealer,35000,First Owner,Petrol,Manual,Hyundai
2977,Volkswagen Polo 1.5 TDI Comfortline,575000,2016,Dealer,54162,First Owner,Diesel,Manual,Volkswagen
2978,Maruti Swift VDI,350000,2013,Individual,100000,First Owner,Diesel,Manual,Maruti
2979,Maruti Alto 800 LXI,290000,2015,Dealer,90145,First Owner,Petrol,Manual,Maruti
2980,Maruti Alto K10 2010-2014 VXI,180000,2011,Individual,70000,First Owner,Petrol,Manual,Maruti
2981,Maruti Swift VDI,325000,2011,Individual,225000,First Owner,Diesel,Manual,Maruti
2982,Toyota Camry Hybrid,1190000,2014,Dealer,60000,First Owner,Petrol,Automatic,Toyota
2983,Hyundai Xcent 1.2 Kappa SX Option,511000,2014,Dealer,17000,First Owner,Petrol,Manual,Hyundai
2984,Renault KWID Climber 1.0 MT,411000,2018,Dealer,15300,First Owner,Petrol,Manual,Renault
2985,Toyota Corolla Altis G AT,900000,2014,Dealer,68000,First Owner,Petrol,Automatic,Toyota
2986,Tata Indigo LX (TDI) BS III,150000,2008,Individual,176126,First Owner,Diesel,Manual,Tata
2987,BMW 5 Series 520d Prestige,1750000,2013,Dealer,35000,First Owner,Diesel,Automatic,BMW
2988,Maruti SX4 S Cross DDiS 200 Zeta,825000,2016,Dealer,58476,First Owner,Diesel,Manual,Maruti
2989,Hyundai Elantra CRDi SX AT,1351000,2016,Dealer,29000,First Owner,Diesel,Automatic,Hyundai
2990,Maruti Ciaz VDi,575000,2015,Dealer,78000,First Owner,Diesel,Manual,Maruti
2991,Ford Fiesta 1.4 ZXi TDCi Limited Edition,150000,2007,Individual,110000,First Owner,Diesel,Manual,Ford
2992,Honda City i DTEC V,579000,2014,Dealer,63351,First Owner,Diesel,Manual,Honda
2993,Datsun GO Plus T BSIV,350000,2016,Individual,50000,First Owner,Petrol,Manual,Datsun
2994,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,800000,2015,Individual,90000,First Owner,Diesel,Manual,Chevrolet
2995,Mahindra Xylo E4,165000,2010,Individual,120000,First Owner,Diesel,Manual,Mahindra
2996,Honda Jazz 1.2 V AT i VTEC,615000,2015,Dealer,41000,First Owner,Petrol,Automatic,Honda
2997,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,521000,2017,Dealer,29000,First Owner,Petrol,Manual,Hyundai
2998,Hyundai Verna 1.6 SX CRDi (O),535000,2012,Dealer,67000,First Owner,Diesel,Manual,Hyundai
2999,Audi Q3 2.0 TDI,1150000,2014,Dealer,107000,First Owner,Diesel,Automatic,Audi
3000,Tata Nano Lx BSIV,65000,2010,Dealer,16000,First Owner,Petrol,Manual,Tata
3001,Fiat Linea 1.4 Emotion,275000,2011,Dealer,71254,First Owner,Petrol,Manual,Fiat
3002,Renault KWID AMT,400000,2017,Dealer,11000,First Owner,Petrol,Automatic,Renault
3003,Mahindra KUV 100 mFALCON G80 K6 Plus,475000,2017,Dealer,42000,First Owner,Petrol,Manual,Mahindra
3004,Hyundai i20 Magna Optional 1.2,425000,2014,Dealer,46500,First Owner,Petrol,Manual,Hyundai
3005,Honda BRV i-VTEC S MT,725000,2016,Dealer,50345,First Owner,Petrol,Manual,Honda
3006,Maruti Wagon R LX BS IV,325000,2013,Dealer,40200,First Owner,Petrol,Manual,Maruti
3007,Ford Ecosport 2015-2021 1.5 Diesel Titanium,775000,2017,Dealer,94500,First Owner,Diesel,Manual,Ford
3008,Hyundai i20 Magna,355000,2013,Individual,26000,First Owner,Petrol,Manual,Hyundai
3009,Maruti Wagon R CNG LXI BSIV,295000,2014,Dealer,135975,First Owner,CNG,Manual,Maruti
3010,Hyundai Grand i10 Sportz,550000,2017,Individual,21000,First Owner,Petrol,Manual,Hyundai
3011,Honda Amaze VX i-DTEC,600000,2015,Dealer,44000,First Owner,Diesel,Manual,Honda
3012,Hyundai i20 Asta 1.4 CRDi,630000,2015,Dealer,85000,First Owner,Diesel,Manual,Hyundai
3013,Maruti Wagon R VXI 1.2,339000,2016,Dealer,64000,First Owner,Petrol,Manual,Maruti
3014,Honda City i VTEC CVT VX,844999,2017,Dealer,54000,First Owner,Petrol,Automatic,Honda
3015,Tata Nano Twist XT,135000,2014,Individual,35000,First Owner,Petrol,Manual,Tata
3016,Toyota Innova 2.5 V Diesel 8-seater,894999,2013,Dealer,121000,First Owner,Diesel,Manual,Toyota
3017,Maruti Eeco CNG 5 Seater AC BSIV,475000,2019,Dealer,46000,First Owner,CNG,Manual,Maruti
3018,Maruti Zen Estilo VXI BSIV,173000,2010,Individual,20000,First Owner,Petrol,Manual,Maruti
3019,Maruti Alto LXi,185000,2011,Dealer,72000,First Owner,Petrol,Manual,Maruti
3020,BMW X4 M Sport X xDrive30d,6500000,2019,Dealer,7099,First Owner,Diesel,Automatic,BMW
3021,Mahindra Scorpio S10 AT 2WD,1135000,2017,Dealer,35000,First Owner,Diesel,Automatic,Mahindra
3022,Volkswagen Vento Diesel Highline,475000,2013,Dealer,50000,First Owner,Diesel,Manual,Volkswagen
3023,Honda WR-V i-VTEC S,640000,2017,Dealer,44500,First Owner,Petrol,Manual,Honda
3024,Maruti Eeco 5 STR With AC Plus HTR CNG,395000,2017,Dealer,73630,First Owner,CNG,Manual,Maruti
3025,BMW X1 sDrive20d xLine,944999,2013,Dealer,180000,First Owner,Diesel,Automatic,BMW
3026,Maruti Swift Dzire VDI,625000,2013,Individual,47500,First Owner,Diesel,Manual,Maruti
3027,Volkswagen Jetta 1.6 Trendline,311000,2010,Dealer,88720,First Owner,Petrol,Manual,Volkswagen
3028,Mahindra Xylo D4,325000,2016,Individual,133000,First Owner,Diesel,Manual,Mahindra
3029,Land Rover Range Rover Vogue SE 4.4 SDV8,3400000,2011,Dealer,78000,First Owner,Diesel,Automatic,Land
3030,Honda City i DTEC VX,625000,2014,Dealer,66852,First Owner,Diesel,Manual,Honda
3031,Honda City i VTEC CVT VX,844999,2016,Dealer,47592,First Owner,Petrol,Automatic,Honda
3032,Jeep Compass Black Pack Edition,1512000,2017,Dealer,17485,First Owner,Petrol,Automatic,Jeep
3033,Hyundai Creta 1.6 VTVT AT SX Plus,1095000,2017,Dealer,49000,First Owner,Petrol,Automatic,Hyundai
3034,Hyundai i20 1.2 Magna,350000,2012,Individual,36000,First Owner,Petrol,Manual,Hyundai
3035,Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,1845000,2018,Dealer,27000,First Owner,Diesel,Automatic,Toyota
3036,Hyundai Elantra 2.0 SX Option AT,1375000,2018,Dealer,34000,First Owner,Petrol,Automatic,Hyundai
3037,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,1664999,2016,Dealer,125000,First Owner,Diesel,Manual,Toyota
3038,Chevrolet Sail 1.3 LS,350000,2014,Individual,135000,First Owner,Diesel,Manual,Chevrolet
3039,Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,1600000,2018,Individual,20000,First Owner,Diesel,Manual,Toyota
3040,Maruti Celerio ZXI Optional AMT BSIV,475000,2017,Dealer,22000,First Owner,Petrol,Automatic,Maruti
3041,Maruti Swift VXI BSIV,484999,2015,Dealer,38000,First Owner,Petrol,Manual,Maruti
3042,Hyundai Grand i10 Asta Option,475000,2015,Dealer,25000,First Owner,Petrol,Manual,Hyundai
3043,Maruti Swift RS VDI,409999,2013,Individual,195000,First Owner,Diesel,Manual,Maruti
3044,Maruti Baleno Alpha,789000,2017,Dealer,22000,First Owner,Petrol,Manual,Maruti
3045,Maruti Ignis 1.2 AMT Zeta BSIV,575000,2017,Dealer,33000,First Owner,Petrol,Automatic,Maruti
3046,Maruti Ciaz Delta BSIV,830000,2019,Dealer,5000,First Owner,Petrol,Manual,Maruti
3047,Maruti Swift Dzire AMT VDI,869999,2018,Dealer,25000,First Owner,Diesel,Automatic,Maruti
3048,Ford Endeavour 3.2 Titanium AT 4X4,2850000,2017,Dealer,40700,First Owner,Diesel,Automatic,Ford
3049,Mahindra Scorpio 1.99 S4 9S,975000,2017,Dealer,35373,First Owner,Diesel,Manual,Mahindra
3050,Hyundai Grand i10 Asta,450000,2014,Dealer,56229,First Owner,Petrol,Manual,Hyundai
3051,Mercedes-Benz C-Class C 250 CDI Avantgarde,2850000,2017,Dealer,40000,First Owner,Diesel,Automatic,Mercedes-Benz
3052,Toyota Etios Liva GD,350000,2011,Individual,120000,First Owner,Diesel,Manual,Toyota
3053,Hyundai Grand i10 CRDi Era,400000,2014,Dealer,71000,First Owner,Diesel,Manual,Hyundai
3054,Maruti Wagon R LXI CNG,295000,2012,Dealer,63000,First Owner,CNG,Manual,Maruti
3055,Mahindra Bolero 2011-2019 ZLX,560000,2016,Individual,120000,First Owner,Diesel,Manual,Mahindra
3056,Tata Tiago 1.2 Revotron XZ,400000,2016,Individual,90000,First Owner,Petrol,Manual,Tata
3057,Maruti Swift VDI,450000,2012,Dealer,100000,First Owner,Diesel,Manual,Maruti
3058,Maruti Eeco CNG 5 Seater AC BSIV,349000,2014,Dealer,46311,First Owner,CNG,Manual,Maruti
3059,BMW 5 Series 520d,2111000,2015,Dealer,55121,First Owner,Diesel,Automatic,BMW
3060,Toyota Fortuner 4x2 AT TRD Sportivo,1350000,2013,Dealer,168000,First Owner,Diesel,Automatic,Toyota
3061,Maruti Wagon R VXI BS IV,320000,2013,Individual,40000,First Owner,Petrol,Manual,Maruti
3062,Mercedes-Benz SLK 350,2225000,2006,Dealer,21000,First Owner,Petrol,Automatic,Mercedes-Benz
3063,Renault KWID 1.0 RXL,315000,2017,Dealer,18000,First Owner,Petrol,Manual,Renault
3064,Hyundai Santro Xing GLS,175000,2010,Individual,60000,First Owner,Petrol,Manual,Hyundai
3065,Maruti Swift Dzire AMT VDI,900000,2019,Dealer,22000,First Owner,Diesel,Automatic,Maruti
3066,Maruti Wagon R VXI 1.2 BSIV,370000,2014,Dealer,27000,First Owner,Petrol,Manual,Maruti
3067,Toyota Innova 2.5 V Diesel 8-seater,721000,2011,Dealer,118000,First Owner,Diesel,Manual,Toyota
3068,Maruti Ertiga VXI,599000,2014,Dealer,51000,First Owner,Petrol,Manual,Maruti
3069,BMW 3 Series GT 320d Sport Line,2250000,2016,Dealer,43000,First Owner,Diesel,Automatic,BMW
3070,Ford Figo Petrol ZXI,250999,2011,Dealer,44000,First Owner,Petrol,Manual,Ford
3071,Ford Figo Petrol EXI,200000,2010,Individual,90000,First Owner,Petrol,Manual,Ford
3072,Honda City 1.5 V MT,425000,2013,Dealer,61000,First Owner,Petrol,Manual,Honda
3073,Tata Indica DL BSIII,50000,2007,Individual,90000,First Owner,Diesel,Manual,Tata
3074,Maruti A Star Vxi,240000,2012,Dealer,31652,First Owner,Petrol,Manual,Maruti
3075,Hyundai Grand i10 CRDi Asta,521000,2014,Dealer,47985,First Owner,Diesel,Manual,Hyundai
3076,Mercedes-Benz CLA 200 D Sport Edition,2800000,2018,Dealer,45500,First Owner,Diesel,Automatic,Mercedes-Benz
3077,Hyundai i20 Asta 1.4 CRDi,380000,2013,Individual,167200,First Owner,Diesel,Manual,Hyundai
3078,Hyundai EON Era Plus,285000,2014,Dealer,19000,First Owner,Petrol,Manual,Hyundai
3079,Tata Tiago 1.2 Revotron XTA,550000,2018,Dealer,9000,First Owner,Petrol,Automatic,Tata
3080,Toyota Innova 2.5 Z Diesel 7 Seater,1195000,2014,Dealer,34000,First Owner,Diesel,Manual,Toyota
3081,Maruti Wagon R CNG LXI BSIV,351000,2013,Dealer,63000,First Owner,CNG,Manual,Maruti
3082,Maruti Swift VDI Optional,675000,2017,Dealer,58832,First Owner,Diesel,Manual,Maruti
3083,Maruti Ertiga VXI,575000,2014,Individual,34200,First Owner,Petrol,Manual,Maruti
3084,Maruti Swift Dzire VXi,275000,2010,Individual,90000,First Owner,Petrol,Manual,Maruti
3085,Maruti Wagon R VXI,320000,2013,Dealer,43779,First Owner,Petrol,Manual,Maruti
3086,Skoda Superb Elegance 2.0 TDI CR AT,1250000,2015,Dealer,59000,First Owner,Diesel,Automatic,Skoda
3087,Toyota Innova 2.5 G (Diesel) 8 Seater,830000,2012,Dealer,75000,First Owner,Diesel,Manual,Toyota
3088,Maruti Wagon R VXI AMT,400000,2016,Dealer,72829,First Owner,Petrol,Automatic,Maruti
3089,Maruti Alto LXi,175000,2010,Dealer,67789,First Owner,Petrol,Manual,Maruti
3090,Hyundai i20 Sportz 1.2,575000,2016,Dealer,23000,First Owner,Petrol,Manual,Hyundai
3091,Volkswagen Passat 2.0 TDI AT Comfortline,775000,2012,Dealer,75000,First Owner,Diesel,Automatic,Volkswagen
3092,Maruti Alto K10 VXI,365000,2017,Dealer,15798,First Owner,Petrol,Manual,Maruti
3093,Maruti S-Presso VXI,432000,2019,Individual,3000,First Owner,Petrol,Manual,Maruti
3094,Honda City 1.5 V MT,345000,2011,Dealer,59000,First Owner,Petrol,Manual,Honda
3095,Renault KWID RXT,270000,2016,Individual,25000,First Owner,Petrol,Manual,Renault
3096,Hyundai Santro Sportz AMT BSIV,575000,2019,Dealer,19000,First Owner,Petrol,Automatic,Hyundai
3097,BMW 5 Series 525d Sedan,2395000,2013,Dealer,25500,First Owner,Diesel,Automatic,BMW
3098,Honda Jazz 1.2 V AT i VTEC,775000,2018,Dealer,14000,First Owner,Petrol,Automatic,Honda
3099,Hyundai i20 1.2 Spotz,699000,2018,Dealer,31868,First Owner,Petrol,Manual,Hyundai
3100,Honda CR-V 2.0 AT,1370000,2015,Dealer,44089,First Owner,Petrol,Automatic,Honda
3101,BMW 3 Series 320d,1800000,2013,Dealer,22000,First Owner,Diesel,Automatic,BMW
3102,Maruti Baleno Alpha,675000,2017,Dealer,41526,First Owner,Petrol,Manual,Maruti
3103,Mercedes-Benz E-Class E 200 CGI,1125000,2013,Dealer,63513,First Owner,Petrol,Manual,Mercedes-Benz
3104,Maruti Eeco 5 Seater AC,299000,2011,Dealer,34304,First Owner,Petrol,Manual,Maruti
3105,Toyota Fortuner 4x4 AT,2750000,2017,Dealer,109000,First Owner,Diesel,Automatic,Toyota
3106,Toyota Fortuner 4x2 4 Speed AT,1400000,2012,Dealer,150000,First Owner,Diesel,Automatic,Toyota
3107,Renault Duster 110PS Diesel RxL Explore,550000,2014,Dealer,61125,First Owner,Diesel,Manual,Renault
3108,Tata Safari Storme EX,844999,2016,Dealer,53000,First Owner,Diesel,Manual,Tata
3109,Tata Indica DLS,130000,2011,Dealer,70000,First Owner,Diesel,Manual,Tata
3110,Maruti Ciaz 1.3 Alpha,810000,2017,Dealer,40000,First Owner,Diesel,Manual,Maruti
3111,Mercedes-Benz E-Class E250 CDI Avantgrade,1985000,2015,Dealer,75000,First Owner,Diesel,Automatic,Mercedes-Benz
3112,Ford Figo 1.2P Titanium MT,416000,2018,Individual,40000,First Owner,Petrol,Manual,Ford
3113,Skoda Rapid 1.6 MPI Ambition Plus,525000,2014,Dealer,54000,First Owner,Petrol,Manual,Skoda
3114,Maruti Estilo LXI,120000,2009,Individual,100000,First Owner,Petrol,Manual,Maruti
3115,Volkswagen Polo 1.2 MPI Comfortline,265000,2010,Dealer,45000,First Owner,Petrol,Manual,Volkswagen
3116,Hyundai EON Era Plus,285000,2016,Individual,30000,First Owner,Petrol,Manual,Hyundai
3117,Chevrolet Trailblazer LTZ 4X2 AT,1950000,2017,Dealer,27000,First Owner,Diesel,Automatic,Chevrolet
3118,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,3275000,2013,Dealer,70000,First Owner,Diesel,Automatic,Mercedes-Benz
3119,Honda City i-VTEC VX,1100000,2017,Individual,15000,First Owner,Petrol,Manual,Honda
3120,Hyundai i20 Sportz 1.4 CRDi,465000,2014,Dealer,94343,First Owner,Diesel,Manual,Hyundai
3121,Maruti Ertiga VXI CNG,675000,2015,Dealer,57748,First Owner,CNG,Manual,Maruti
3122,Chevrolet Beat LT,245000,2014,Dealer,69000,First Owner,Petrol,Manual,Chevrolet
3123,Volkswagen Vento 1.5 TDI Highline,600000,2015,Individual,80000,First Owner,Diesel,Manual,Volkswagen
3124,Chevrolet Tavera LS B3 10 Seats BSIII,350000,2010,Dealer,98000,First Owner,Diesel,Manual,Chevrolet
3125,Toyota Corolla Altis GL,425000,2011,Dealer,43000,First Owner,Petrol,Manual,Toyota
3126,Maruti Ciaz 1.3 Zeta,831000,2017,Dealer,67000,First Owner,Diesel,Manual,Maruti
3127,Honda CR-V 2.0 2WD,800000,2010,Individual,100000,First Owner,Petrol,Manual,Honda
3128,Fiat Punto 1.3 Active,250000,2014,Dealer,110000,First Owner,Diesel,Manual,Fiat
3129,Maruti Zen LXI,95000,2003,Dealer,46333,First Owner,Petrol,Manual,Maruti
3130,Skoda Rapid 1.6 MPI AT Elegance,575000,2015,Dealer,40418,First Owner,Petrol,Automatic,Skoda
3131,Nissan Micra XL,325000,2014,Dealer,28406,First Owner,Petrol,Manual,Nissan
3132,Maruti Wagon R AMT VXI Option,450000,2017,Dealer,51000,First Owner,Petrol,Automatic,Maruti
3133,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2100000,2019,Dealer,9154,First Owner,Diesel,Manual,Toyota
3134,Maruti Ertiga VXI,480000,2012,Dealer,90000,First Owner,Petrol,Manual,Maruti
3135,Audi A4 35 TDI Premium,1685000,2016,Dealer,70000,First Owner,Diesel,Automatic,Audi
3136,Maruti S-Presso VXI,430000,2019,Individual,8500,First Owner,Petrol,Manual,Maruti
3137,Maruti Swift Dzire Tour 2012-2018 LDI,540000,2018,Individual,110000,First Owner,Diesel,Manual,Maruti
3138,Hyundai i20 Magna Plus BSIV,620000,2019,Individual,13000,First Owner,Petrol,Manual,Hyundai
3139,Hyundai Elantra SX AT,828999,2015,Dealer,49910,First Owner,Petrol,Automatic,Hyundai
3140,Ford Ecosport 1.5 DV5 MT Titanium Optional,600000,2015,Dealer,70553,First Owner,Diesel,Manual,Ford
3141,Maruti Alto K10 VXI,345000,2017,Dealer,5914,First Owner,Petrol,Manual,Maruti
3142,Honda Amaze S i-Dtech,421000,2013,Dealer,80000,First Owner,Diesel,Manual,Honda
3143,Hyundai i10 Magna,500000,2011,Individual,15000,First Owner,Petrol,Manual,Hyundai
3144,Honda City 1.5 S MT,300000,2009,Dealer,75000,First Owner,Petrol,Manual,Honda
3145,Skoda Laura 1.9 TDI AT Ambiente,365000,2010,Dealer,87000,First Owner,Diesel,Automatic,Skoda
3146,Datsun GO Plus T,550000,2018,Individual,3300,First Owner,Petrol,Manual,Datsun
3147,Kia Seltos GTX Plus DCT,1850000,2019,Dealer,10097,First Owner,Petrol,Automatic,Kia
3148,Hyundai Xcent 1.2 Kappa S Option,511000,2014,Dealer,15000,First Owner,Petrol,Manual,Hyundai
3149,Audi Q7 2006-2020 3.0 TDI quattro,1000000,2009,Individual,67000,First Owner,Diesel,Automatic,Audi
3150,Hyundai Verna VTVT 1.6 AT SX Option,1075000,2017,Dealer,12000,First Owner,Petrol,Automatic,Hyundai
3151,Skoda Fabia 1.4 TDI Elegance,265000,2008,Dealer,66000,First Owner,Diesel,Manual,Skoda
3152,Hyundai i20 Magna Plus Diesel,329000,2011,Dealer,71000,First Owner,Diesel,Manual,Hyundai
3153,Maruti Wagon R LXI CNG,225000,2011,Individual,50000,First Owner,CNG,Manual,Maruti
3154,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,991000,2014,Dealer,140165,First Owner,Diesel,Manual,Toyota
3155,Maruti Swift Dzire VDI,455000,2012,Dealer,61000,First Owner,Diesel,Manual,Maruti
3156,Maruti Ciaz VDi Plus SHVS,680000,2016,Individual,70000,First Owner,Diesel,Manual,Maruti
3157,Skoda Laura 1.9 TDI AT Ambiente,445000,2012,Dealer,85000,First Owner,Diesel,Automatic,Skoda
3158,Volkswagen Polo 1.5 TDI Comfortline,509999,2016,Dealer,63000,First Owner,Diesel,Manual,Volkswagen
3159,Maruti Ritz VXi,311000,2013,Dealer,86385,First Owner,Petrol,Manual,Maruti
3160,Maruti Swift VXI,521000,2016,Dealer,24000,First Owner,Petrol,Manual,Maruti
3161,Hyundai i20 Sportz 1.2,525000,2015,Dealer,48488,First Owner,Petrol,Manual,Hyundai
3162,BMW 5 Series 520d Luxury Line,3350000,2017,Dealer,22000,First Owner,Diesel,Automatic,BMW
3163,Maruti Baleno Alpha 1.3,850000,2018,Dealer,33635,First Owner,Diesel,Manual,Maruti
3164,Toyota Fortuner 4x2 Manual,1951000,2015,Dealer,11500,First Owner,Diesel,Manual,Toyota
3165,Volkswagen Ameo 1.5 TDI Highline,725000,2016,Dealer,44000,First Owner,Diesel,Manual,Volkswagen
3166,Ford Freestyle Ambiente Diesel,650000,2018,Individual,40000,First Owner,Diesel,Manual,Ford
3167,Hyundai Verna 1.6 SX VTVT AT,500000,2013,Dealer,83000,First Owner,Petrol,Automatic,Hyundai
3168,Maruti Ritz VDi,238000,2009,Dealer,75253,First Owner,Diesel,Manual,Maruti
3169,Hyundai i20 Asta Option 1.2,591000,2015,Dealer,17999,First Owner,Petrol,Manual,Hyundai
3170,Hyundai i20 Petrol Asta,700000,2019,Individual,12000,First Owner,Petrol,Manual,Hyundai
3171,Maruti Wagon R LXI CNG,375000,2016,Dealer,30000,First Owner,CNG,Manual,Maruti
3172,Maruti Swift Dzire AMT ZXI,795000,2018,Dealer,22000,First Owner,Petrol,Automatic,Maruti
